toy,scenario,peer_rule,training_backend,resolved_training_backend,device,agent_count,epochs,seed,repeat_index,warmup_runs,repeats,run_id,epoch,policy_rule,coordination_mixer,stage,seconds
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,mobility_swaps,3.0316878110170364e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,finalize_hook_step,1.3074837625026703e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,hooked_step_total,0.11747479299083352
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,aggregate_row,0.020111295860260725
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,write_aggregate,4.7138892114162445e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,make_run_dir,0.00013045710511505604
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,write_metadata,0.002039284212514758
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,initial_state,0.4773318979423493
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,writer_setup,0.0003556739538908005
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,initial_step_result,0.01780066592618823
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,initial_aggregate_row,0.00788352102972567
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,1,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat01,0,neural_policy,output_average,write_initial_aggregate,4.261080175638199e-05
